"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CMR","PPP","TOT","NATUSD","A","2005",231.948414,
"CMR","PPP","TOT","NATUSD","A","2006",230.180076,
"CMR","PPP","TOT","NATUSD","A","2007",225.22288,
"CMR","PPP","TOT","NATUSD","A","2008",231.902368,
"CMR","PPP","TOT","NATUSD","A","2009",238.728861,
"CMR","PPP","TOT","NATUSD","A","2010",237.517299,
"CMR","PPP","TOT","NATUSD","A","2011",238.707077,
"CMR","PPP","TOT","NATUSD","A","2012",242.193954,
"CMR","PPP","TOT","NATUSD","A","2013",241.083008,
"CMR","PPP","TOT","NATUSD","A","2014",239.119339,
"CMR","PPP","TOT","NATUSD","A","2015",240.708267,
"CMR","PPP","TOT","NATUSD","A","2016",237.443756,
"CMR","PPP","TOT","NATUSD","A","2017",232.801392,
"CMR","PPP","TOT","NATUSD","A","2018",231.68269,
"CMR","PPP","TOT","NATUSD","A","2019",230.273904,
"CMR","PPP","TOT","NATUSD","A","2020",228.783038,
"CMR","PPP","TOT","NATUSD","A","2021",226.712348,
"SEN","PPP","TOT","NATUSD","A","1990",172.275988,
"SEN","PPP","TOT","NATUSD","A","1991",165.101377,
"SEN","PPP","TOT","NATUSD","A","1992",160.08698,
"SEN","PPP","TOT","NATUSD","A","1993",156.512019,
"SEN","PPP","TOT","NATUSD","A","1994",205.404591,
"SEN","PPP","TOT","NATUSD","A","1995",215.496291,
"SEN","PPP","TOT","NATUSD","A","1996",220.428237,
"SEN","PPP","TOT","NATUSD","A","1997",220.977328,
"SEN","PPP","TOT","NATUSD","A","1998",224.590516,
"SEN","PPP","TOT","NATUSD","A","1999",220.305789,
"SEN","PPP","TOT","NATUSD","A","2000",218.244411,
"SEN","PPP","TOT","NATUSD","A","2001",228.3655,
"SEN","PPP","TOT","NATUSD","A","2002",229.143775,
"SEN","PPP","TOT","NATUSD","A","2003",222.635128,
"SEN","PPP","TOT","NATUSD","A","2004",216.522371,
"SEN","PPP","TOT","NATUSD","A","2005",219.85002,
"SEN","PPP","TOT","NATUSD","A","2006",219.423287,
"SEN","PPP","TOT","NATUSD","A","2007",227.726098,
"SEN","PPP","TOT","NATUSD","A","2008",241.799753,
"SEN","PPP","TOT","NATUSD","A","2009",236.201716,
"SEN","PPP","TOT","NATUSD","A","2010",237.141428,
"SEN","PPP","TOT","NATUSD","A","2011",241.276062,
"SEN","PPP","TOT","NATUSD","A","2012",245.599808,
"SEN","PPP","TOT","NATUSD","A","2013",247.211914,
"SEN","PPP","TOT","NATUSD","A","2014",243.618332,
"SEN","PPP","TOT","NATUSD","A","2015",242.595215,
"SEN","PPP","TOT","NATUSD","A","2016",244.657715,
"SEN","PPP","TOT","NATUSD","A","2017",246.786667,
"SEN","PPP","TOT","NATUSD","A","2018",239.006736,
"SEN","PPP","TOT","NATUSD","A","2019",239.649156,
"SEN","PPP","TOT","NATUSD","A","2020",240.31656,
"SEN","PPP","TOT","NATUSD","A","2021",236.380142,
